"split","scene_name","sample_token","image_path","annotation_token","class_id","class_name","source_category","visibility_token","center_x_m","center_y_m","center_z_m","distance_m","within_10m","bbox_x1","bbox_y1","bbox_x2","bbox_y2","label_provenance"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","3a800b33378c49cca3d0b1db3adc8eb3","0","person","human.pedestrian.adult","4","10.1102","1.0798","27.2946","29.1270","0","1274.72","482.46","1306.93","557.36","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","ecaac4b6251146e1a5f2f4fd8083c8d6","2","car","vehicle.car","4","6.4561","1.2829","40.1558","40.6917","0","993.93","484.63","1062.12","538.29","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","ddad77e88d464c068372e83ec1cc850f","0","person","human.pedestrian.adult","4","9.8832","1.1011","19.9771","22.3153","0","1415.01","478.96","1479.01","601.11","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","ffc73fc7a137410b9c06b820467b7672","0","person","human.pedestrian.adult","4","11.3112","1.1355","27.6508","29.8965","0","1323.64","484.29","1354.46","559.18","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","675dc89fd0d34244b387a758bf755cae","0","person","human.pedestrian.adult","3","-16.8317","1.8578","27.4313","32.2372","0","42.55","512.81","72.77","597.98","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","5a8299899de24c2da3f2af00157792b7","0","person","human.pedestrian.adult","4","-6.7367","1.2300","22.3105","23.3379","0","419.77","485.73","476.76","594.36","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","da678cc6244b46018ab72a7b4301d460","2","car","vehicle.car","4","4.6917","1.1751","56.2671","56.4746","0","903.99","477.50","956.23","516.19","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","ef619edb6673452bbee17538ff653416","0","person","human.pedestrian.adult","4","-6.7595","1.4247","46.1658","46.6798","0","633.61","485.08","652.55","532.57","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","6f3b2d27e5eb40b79565ceb42d127485","0","person","human.pedestrian.adult","4","9.9004","1.1285","24.5273","26.4741","0","1310.28","481.05","1355.17","575.41","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","683a3feab9334ac8894dd11348d9d7d3","2","car","vehicle.car","3","1.4476","1.3156","72.6062","72.6326","0","828.30","477.60","873.50","508.68","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","6ae217fb3b194e9da59d9e1a928cc251","2","car","vehicle.car","4","-1.1616","1.3096","31.4829","31.5315","0","716.58","483.53","835.54","566.64","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","a95415294a794b9a952dddb9491ac5e0","0","person","human.pedestrian.adult","4","15.2472","0.7902","46.1779","48.6364","0","1227.78","466.23","1252.97","516.99","official_3d_box_projected_to_cam_front"
"val","scene-0103","c5f58c19249d4137ae063b0e9ecd8b8e","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg","9a2cb1dcd89a48b6ae119ed0efc952e8","0","person","human.pedestrian.adult","4","10.2970","1.0788","21.9410","24.2611","0","1389.71","478.09","1440.30","586.39","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","0b6df6206d084eb8a03dc5eaba5bcef9","0","person","human.pedestrian.adult","4","-10.1454","1.1108","21.6174","23.9056","0","208.65","481.92","267.78","588.07","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","d6c4f53fe7554de2b775d0b8131a74e0","0","person","human.pedestrian.adult","4","8.0085","0.6571","14.6601","16.7179","0","1460.08","440.97","1565.75","616.54","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","457dbccc69104ee487b3c5a7a11792f8","0","person","human.pedestrian.adult","4","9.1428","0.6204","22.9926","24.7515","0","1304.55","459.83","1345.69","548.74","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","57188b1579ec4d808986d225d7483df4","2","car","vehicle.car","4","5.7725","0.6233","39.7813","40.2028","0","972.42","464.16","1040.93","517.98","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","ac8fe30dfaf94571b2eedd79a136fc6b","0","person","human.pedestrian.child","4","-7.6173","0.9581","42.1972","42.8899","0","589.90","478.06","610.86","519.00","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","a701eba4338744bbbd6b41b16ddcac06","2","car","vehicle.car","3","-3.1048","0.3990","54.6222","54.7118","0","695.80","458.41","816.16","500.91","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","8451850afec44b35bce47318cebe8ca6","0","person","human.pedestrian.adult","4","9.2747","0.7199","16.8074","19.2101","0","1480.37","452.41","1557.24","597.47","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","90872328bd004787ab2836a90e7b14c6","0","person","human.pedestrian.adult","4","-7.3028","0.9091","17.8393","19.2976","0","275.70","467.10","351.24","603.26","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","7d3d36af34b14848adb31e0efc2687e1","2","car","vehicle.car","4","2.4098","0.4602","48.1537","48.2161","0","856.95","460.18","918.95","505.66","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","2663ddb2609d4b248b5da1937b9eb902","0","person","human.pedestrian.adult","4","-8.1756","0.7943","42.3632","43.1522","0","573.29","467.79","596.14","519.54","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","81edf41d8cd14327b9ba98089b2b162a","0","person","human.pedestrian.adult","4","9.0052","0.8103","20.0446","21.9894","0","1362.70","463.67","1417.44","579.68","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","b2e17638073a4947823e5db324167d77","2","car","vehicle.car","3","-0.6921","0.1880","68.4387","68.4425","0","789.15","457.53","837.16","490.36","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","d38568031c4f4e438df44dcf1d21d3d1","2","car","vehicle.car","4","-2.6552","0.9105","22.7017","22.8746","0","585.67","466.77","756.59","585.94","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","93da7d413976408f983db6cfef71ca60","0","person","human.pedestrian.adult","4","11.3962","0.5476","24.4828","27.0108","0","1386.32","451.66","1433.21","545.70","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","b5886d64eee54a00b783228ba086b6fc","0","person","human.pedestrian.adult","4","13.9498","0.0998","43.0703","45.2731","0","1218.94","445.91","1246.05","500.30","official_3d_box_projected_to_cam_front"
"val","scene-0103","700c1a25559b4433be532de3475e58a9","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg","746a400abc1b447fb0994e3eee871b5c","0","person","human.pedestrian.adult","4","16.6698","-0.2286","60.3605","62.6205","0","1165.02","446.98","1180.22","483.69","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","c2f6100add57418a84e516f3bd65c2c5","0","person","human.pedestrian.adult","4","-10.8136","0.7869","16.6029","19.8295","0","0.00","461.22","52.66","599.66","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","3d2e6f6eb7224f27b30b727f1d6f7349","0","person","human.pedestrian.adult","4","8.3149","0.4322","18.6693","20.4418","0","1358.35","444.89","1411.88","554.77","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","c4f78df403274c24a8fcedcc3d4cdc1e","2","car","vehicle.car","4","5.1796","-0.0842","40.4586","40.7889","0","953.95","442.76","1020.95","494.82","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","4fb917eb17954177a6aa96784ea2829c","2","car","vehicle.car","3","-4.5699","-0.3167","50.3494","50.5574","0","648.17","439.83","778.80","485.65","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","6bee55400eef48fe86e86bae68dc18b8","0","person","human.pedestrian.adult","4","8.8144","0.4666","13.6111","16.2226","0","1589.63","425.25","1600.00","604.54","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","88c701d859e4490d8c8c916ecce8b53b","0","person","human.pedestrian.adult","4","9.3303","0.4040","19.1244","21.2828","0","1416.03","442.81","1460.19","551.09","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","b942a7c55d7b4a688a8b84002634d9eb","0","person","human.pedestrian.adult","4","-7.9098","0.7094","13.4587","15.6271","0","34.87","447.61","144.01","628.54","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","100322a877924bb7aee1c27f66e4b983","2","car","vehicle.car","4","0.4810","-0.0192","39.6481","39.6510","0","801.04","443.09","878.41","498.54","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","deb473e8aa1a4077804cf26252a1b232","2","car","vehicle.car","4","-4.3819","0.2807","34.4887","34.7671","0","606.21","450.02","720.98","514.53","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","43b7dd4302b545ab87549483c7066a65","0","person","human.pedestrian.adult","4","8.3092","0.5323","15.6723","17.7467","0","1453.45","439.89","1530.56","588.67","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","f4e0710ff49a4e03b16142fb132966f5","0","person","human.pedestrian.adult","4","8.9536","0.4247","21.2299","23.0446","0","1335.94","447.55","1374.58","543.65","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","aebb9d3c9e29425b8b2f0205d96596c6","2","car","vehicle.car","3","-2.6071","-0.8141","64.1907","64.2488","0","749.08","437.35","800.54","472.02","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","b0d9cfc52d394b338e24e26d6c1fa413","2","car","vehicle.car","4","-3.5890","0.6822","13.8560","14.3295","0","303.54","445.29","641.66","653.37","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","d4df7d40ad1747f8b64d1c1b54873f8d","2","car","vehicle.car","4","9.1282","-0.4896","48.2655","49.1235","0","1033.46","436.34","1096.77","480.27","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","a351abe4e26f4d10b6760616446738cb","0","person","human.pedestrian.adult","2","10.2783","0.2278","20.4067","22.8502","0","1435.99","428.39","1478.86","541.28","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","94183c2b98b0432194f94bfa530c2065","0","person","human.pedestrian.adult","4","12.7927","-0.4863","39.9119","41.9148","0","1213.61","425.67","1242.99","484.27","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","880a33b4be2c47eda85c1472956b8a81","0","person","human.pedestrian.adult","4","15.0799","-0.9437","57.3761","59.3322","0","1147.95","430.18","1163.86","468.78","official_3d_box_projected_to_cam_front"
"val","scene-0103","747aa46b9a4641fe90db05d97db2acea","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg","efec811338aa40f3949009cf7ea59976","0","person","human.pedestrian.adult","4","9.3865","0.4603","15.4377","18.0732","0","1548.90","431.60","1600.00","585.83","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","56d2a9239a484abf943de30a0beff733","0","person","human.pedestrian.adult","4","7.7391","0.2488","14.1747","16.1517","0","1471.07","421.06","1552.68","566.12","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","c0ab225a47544cd58cec3f4330b13d9c","2","car","vehicle.car","4","4.3645","-0.6960","39.7223","39.9674","0","931.24","423.46","999.05","475.52","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","b5cbe778bed5422e886175e6d74e18b3","0","person","human.pedestrian.child","4","-9.6855","-0.2267","34.2374","35.5818","0","458.61","436.72","485.53","486.95","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","536935aeb1b74b5e92e33d34c4d0d86c","2","car","vehicle.car","4","-5.7464","-0.9241","45.9533","46.3204","0","599.01","420.92","742.06","470.20","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","576b9e535db14507b6ed7e2fa283aaf0","0","person","human.pedestrian.adult","4","8.6618","0.2371","14.5706","16.9525","0","1538.08","420.17","1600.00","562.40","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","0e49e1c06c1943ea83bf2b5a161d4a6d","2","car","vehicle.car","2","-11.3918","-0.6455","44.9817","46.4063","0","441.58","427.19","573.73","478.00","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","c59cf713514f4cc086ad0f0a061aedf5","2","car","vehicle.car","4","-0.9786","-0.2722","30.9792","30.9959","0","731.78","425.79","835.10","496.91","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","adac6e888604470e99b3e087c68721c0","2","car","vehicle.car","4","-5.2433","-0.1643","29.9541","30.4099","0","533.34","429.16","670.55","502.61","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","b2f479a97dc143fdbd3fd43166da7920","0","person","human.pedestrian.adult","4","-10.3049","-0.3570","34.5602","36.0656","0","437.00","425.74","468.75","488.84","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","b05c070c7f2c46088562a2aeb81179a0","0","person","human.pedestrian.adult","4","8.2485","0.2505","16.7199","18.6455","0","1417.86","428.63","1472.73","550.92","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","a2740d8323d34dac90935f7e21dfbcda","2","car","vehicle.car","2","-4.1780","-1.4955","59.8038","59.9682","0","710.18","420.90","765.83","457.77","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","ed548f6c789249a9856110225e225f0c","2","car","vehicle.car","4","-4.0573","0.4878","4.9488","6.4179","1","0.00","314.79","326.24","900.00","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","7411f2f12b664b69ae0d5c730196a30c","2","car","vehicle.car","4","7.9299","-0.9323","44.1349","44.8513","0","1019.37","420.85","1087.73","468.64","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","9d379582a7ce46c3a41aed097b4c1ef6","0","person","human.pedestrian.adult","2","9.2481","0.0234","16.0086","18.4879","0","1520.80","401.16","1581.58","545.04","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","bc23a9685ba54cbbb4de48ee157a8d8d","0","person","human.pedestrian.adult","4","11.8441","-0.9158","36.5782","38.4589","0","1216.23","406.99","1248.70","470.80","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","26cbd5cf1f6c4048bb2f1bf383911281","0","person","human.pedestrian.adult","4","13.6573","-1.5876","54.1932","55.9102","0","1134.12","413.01","1150.63","453.78","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","bd4f58efe9844ef3bbb7c64707585e14","2","car","vehicle.car","4","1.4401","-2.1774","66.3992","66.4505","0","832.20","413.99","873.89","444.83","official_3d_box_projected_to_cam_front"
"val","scene-0103","f4f86af4da3b49e79497deda5c5f223a","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg","8bf6e9bd745540e2963a6e499f337ee3","0","person","human.pedestrian.adult","4","13.6085","-1.5869","54.6097","56.3021","0","1130.30","412.78","1147.19","454.55","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","39fe731d250341e5a3ccbbbb87cbea1f","2","car","vehicle.car","4","3.3876","-0.2007","40.1253","40.2685","0","899.88","439.45","967.55","490.90","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","e9618de46676447ea9d9dc613abbd880","0","person","human.pedestrian.child","4","-10.7676","0.5109","30.2440","32.1077","0","364.40","462.74","396.44","519.98","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","be36eaf9310342b783e3a4f123e67cc5","2","car","vehicle.car","2","-7.0287","0.0567","41.4874","42.0786","0","535.27","444.47","694.67","501.00","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","52e86922fdd54c5688fd2b6c971e68e3","2","car","vehicle.car","4","-2.3327","0.4834","22.2246","22.3519","0","608.57","450.22","766.31","554.13","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","acdd225408104f1d838efa31f174aa49","2","car","vehicle.car","4","-6.2208","0.4832","25.3284","26.0856","0","424.11","453.11","597.53","542.86","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","f7bb912fc40e4aeaaf39093045950bcc","0","person","human.pedestrian.adult","4","-11.3814","0.3212","30.5083","32.5637","0","339.86","447.60","378.14","519.44","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","c6377e4bc4fe4219a0f79832bb0c67ea","0","person","human.pedestrian.adult","4","7.5033","0.4743","12.2108","14.3397","0","1554.20","436.22","1600.00","604.18","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","527c06286e0149a1ae943e169c1f8731","8","obstacle","static_object.bicycle_rack","3","-4.3511","-0.8703","73.2712","73.4054","0","719.61","441.90","778.96","471.17","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","60432da5cc1c425cb66514c07eaee3bc","2","car","vehicle.car","4","6.4748","-0.1664","40.1178","40.6373","0","991.64","439.80","1070.64","492.85","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","71eb171b56954dcb8c02095c89fc4c2a","0","person","human.pedestrian.adult","4","10.6643","-0.4457","33.2919","34.9611","0","1209.56","418.15","1246.69","488.69","official_3d_box_projected_to_cam_front"
"val","scene-0103","6832e717621341568c759151b5974512","data/fcw/images/nuscenes_mini/val/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg","c1814250533048f0be103ba852efdda0","0","person","human.pedestrian.adult","4","11.8804","-0.8528","51.0676","52.4383","0","1108.97","427.45","1127.23","470.85","official_3d_box_projected_to_cam_front"
